Gene Ontology Enrichment using Bioconductor GOstat for P. rapae sperm proteins



 apyrene_BP :
GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005743	0.026897467098336	3.45513413506013	1.7712895377129	5	28	mitochondrial inner membrane
GO:0005819	0.0324096593702552	3.92708333333333	1.26520681265207	4	20	spindle
GO:0008250	0.0347162897789736	10.2266666666667	0.316301703163017	2	5	oligosaccharyltransferase complex
GO:0042645	0.0499859398293538	7.66	0.37956204379562	2	6	mitochondrial nucleoid


 eupyrene_CC :
GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0090533	2.0477049179863e-05	17.0735294117647	0.681265206812652	6	14	cation-transporting ATPase complex
GO:0033181	4.47520253854922e-05	22.2	0.48661800486618	5	10	plasma membrane proton-transporting V-type ATPase complex
GO:0033180	6.12303237086819e-05	44.5714285714286	0.285018270401949	4	6	proton-transporting V-type ATPase, V1 domain
GO:1904949	0.000212358413341772	9.68067226890756	0.97323600973236	6	20	ATPase complex
GO:1902495	0.000286647585327171	9.02352941176471	1.02189781021898	6	21	transmembrane transporter complex
GO:0005886	0.00450075346468203	2.92285714285714	5.45012165450122	12	112	plasma membrane
GO:0016020	0.0203688113764167	3.86695906432749	1.67627118644068	5	43	membrane
GO:0016471	0.0278917604581412	10.8055555555556	0.278048780487805	2	6	vacuolar proton-transporting V-type ATPase complex
GO:0005773	0.029083735979819	3.34821428571429	1.80048661800487	5	37	vacuole
GO:0031090	0.0304078549831986	2.09741248097412	7.73722627737226	13	159	organelle membrane
GO:0005576	0.0310352469897385	2.27333333333333	5.35279805352798	10	110	extracellular region
GO:0005743	0.042195256211812	3.50925925925926	1.3625304136253	4	28	mitochondrial inner membrane
GO:0033178	0.0429447852760735	Inf	0.0429447852760736	1	1	proton-transporting two-sector ATPase complex, catalytic domain
GO:0042151	0.0486618004866181	Inf	0.048661800486618	1	1	nematocyst
GO:0031105	0.0486618004866181	Inf	0.048661800486618	1	1	septin complex
GO:0005903	0.0486618004866181	Inf	0.048661800486618	1	1	brush border
GO:0000220	0.0486618004866181	Inf	0.048661800486618	1	1	vacuolar proton-transporting V-type ATPase, V0 domain
GO:0000221	0.0486618004866181	Inf	0.048661800486618	1	1	vacuolar proton-transporting V-type ATPase, V1 domain
GO:0009506	0.0486618004866181	Inf	0.048661800486618	1	1	plasmodesma
GO:0002199	0.0486618004866181	Inf	0.048661800486618	1	1	zona pellucida receptor complex


 shared_CC :
GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:1990904	1.51980084924074e-05	15.8006430868167	96.8004866180049	108	109	ribonucleoprotein complex
GO:0005829	0.000167690658166447	3.65800865800866	156.301703163017	169	176	cytosol
GO:0005840	0.000697534169371939	10.7304747320061	69.2700729927007	77	78	ribosome
GO:0005622	0.0057498805567307	2.31897435897436	657.177615571776	665	740	intracellular anatomical structure
GO:0005794	0.0190613881935046	4.10313901345291	55.9489051094891	61	63	Golgi apparatus
GO:0043228	0.0298579552175152	1.63983050847458	249.549878345499	258	281	membraneless organelle
GO:0030135	0.0434109295972722	Inf	23.0900243309002	26	26	coated vesicle
GO:0005694	0.0450282476157604	3.45132743362832	47.956204379562	52	54	chromosome
GO:0140535	0.0463730874758087	2.48170731707317	69.2700729927007	74	78	intracellular protein-containing complex
